P04;P50;P51;P52;P54;P55;P56;P57;P58;P59;P60;P61;P62;P63;V02;V03;V08;V27;VD_EDUCACAO;VD_REGIAO;VD_IDADE;P64
32;-1.0;-1.0;-1.0;-1.0;1;2;2;1;1;2;1;2;1;2;3;1;1;3;3;5;3
11;-1.0;-1.0;-1.0;-1.0;97;2;97;97;97;97;1;2;97;2;97;2;1;1;1;5;1
32;1.0;1.0;1.0;2.0;2;2;2;97;97;97;2;97;1;2;97;5;97;4;3;1;2
17;2.0;2.0;2.0;1.0;1;1;1;1;1;2;1;1;1;1;3;1;2;4;1;2;1
17;4.0;1.0;2.0;2.0;1;2;2;2;1;2;1;1;1;2;3;2;2;3;1;1;2
33;4.0;2.0;1.0;1.0;1;1;1;1;2;2;1;1;1;2;1;1;3;4;3;5;2
11;7.0;2.0;97.0;1.0;97;2;97;2;2;1;97;97;1;2;3;2;97;4;1;3;2
33;1.0;2.0;1.0;1.0;1;2;1;2;2;2;1;2;1;1;1;1;3;4;3;4;3
52;1.0;2.0;2.0;3.0;1;2;2;2;2;2;2;2;1;1;1;1;2;3;5;1;2
21;-1.0;-1.0;-1.0;-1.0;1;97;1;1;97;2;1;2;1;2;3;1;1;4;2;2;2
11;3.0;2.0;2.0;3.0;2;2;97;97;1;1;2;3;1;2;3;2;97;1;1;1;2
22;2.0;1.0;1.0;1.0;1;2;1;1;1;2;1;1;1;2;3;1;2;4;2;1;1
11;2.0;1.0;1.0;1.0;1;1;1;2;2;2;1;3;1;2;1;1;97;3;1;3;1
17;3.0;1.0;1.0;1.0;1;2;1;97;2;2;2;2;1;1;3;4;1;3;1;1;3
32;-1.0;-1.0;-1.0;-1.0;1;2;2;1;1;1;1;3;3;1;3;2;1;2;3;2;2
26;2.0;2.0;1.0;1.0;1;2;2;2;2;2;1;2;1;1;3;2;1;2;2;2;3
17;2.0;1.0;1.0;1.0;1;2;1;2;2;1;2;2;3;2;3;2;1;2;1;1;2
22;-1.0;-1.0;-1.0;-1.0;1;2;1;1;1;1;1;3;1;2;1;1;1;1;2;4;2
26;-1.0;-1.0;-1.0;-1.0;2;2;2;1;2;2;1;2;97;1;2;1;1;4;2;1;2
33;-1.0;-1.0;-1.0;-1.0;1;2;2;2;1;1;2;3;1;1;1;1;2;4;3;2;2
52;1.0;1.0;1.0;1.0;2;1;1;2;1;1;2;2;1;2;3;2;2;3;5;2;1
33;-1.0;-1.0;-1.0;-1.0;1;2;2;2;2;1;2;3;2;2;3;2;3;4;3;4;2
32;-1.0;-1.0;-1.0;-1.0;1;2;1;1;1;2;1;2;3;2;3;1;97;2;3;1;2
32;2.0;1.0;1.0;1.0;2;1;2;2;2;1;1;2;2;2;3;4;2;2;3;1;3
26;-1.0;-1.0;-1.0;-1.0;1;1;2;2;1;2;1;1;1;1;3;2;1;1;2;4;2
22;2.0;1.0;1.0;1.0;1;1;1;1;2;2;1;1;1;1;2;4;97;4;2;2;1
33;1.0;2.0;2.0;3.0;2;2;1;2;1;1;2;2;1;2;4;2;1;3;3;1;2
32;4.0;2.0;1.0;1.0;1;1;1;1;2;2;1;2;1;1;2;5;3;4;3;1;1
11;3.0;2.0;1.0;1.0;1;2;1;2;2;2;1;2;3;1;5;5;1;2;1;4;3
21;3.0;1.0;2.0;3.0;2;2;1;2;2;2;1;1;1;2;4;1;1;2;2;3;1
32;97.0;97.0;1.0;1.0;1;2;1;2;1;2;2;2;1;2;3;99;2;1;3;3;2
11;-1.0;-1.0;-1.0;-1.0;1;2;2;2;1;1;2;2;2;2;5;2;2;3;1;2;2
26;-1.0;-1.0;-1.0;-1.0;1;2;1;2;2;2;2;3;1;1;3;1;97;2;2;5;2
22;4.0;1.0;1.0;1.0;1;2;1;97;2;2;1;1;1;2;2;1;97;3;2;3;1
11;-1.0;-1.0;-1.0;-1.0;1;2;1;2;2;1;2;2;3;1;4;4;1;4;1;3;2
11;-1.0;-1.0;-1.0;-1.0;1;2;2;2;1;2;2;3;1;1;3;2;1;1;1;4;2
43;4.0;2.0;1.0;1.0;1;2;1;2;2;1;1;1;1;2;1;1;2;1;4;4;2
26;-1.0;-1.0;-1.0;-1.0;1;2;2;2;2;1;2;3;1;2;3;1;1;3;2;4;2
43;3.0;1.0;1.0;1.0;1;2;1;2;1;1;1;2;1;1;1;1;3;3;4;3;3
26;-1.0;-1.0;-1.0;-1.0;1;2;1;2;2;2;1;2;1;2;3;2;1;4;2;1;1
52;2.0;1.0;2.0;1.0;2;2;2;2;1;1;2;3;1;2;3;1;97;3;5;2;2
43;1.0;2.0;2.0;1.0;1;2;2;1;1;2;1;2;1;1;1;1;1;1;4;3;2
52;1.0;1.0;1.0;1.0;1;2;1;1;1;2;1;1;1;2;3;2;1;3;5;4;1
52;3.0;2.0;1.0;1.0;1;2;2;2;1;2;2;2;1;1;3;2;2;4;5;5;2
21;2.0;2.0;1.0;1.0;1;2;1;1;1;2;1;1;1;1;1;2;1;3;2;1;1
33;7.0;1.0;1.0;1.0;1;1;1;1;2;2;1;3;97;2;1;4;1;4;3;1;1
52;-1.0;-1.0;-1.0;-1.0;2;2;1;2;2;2;2;2;1;1;3;2;1;4;5;3;2
21;1.0;2.0;1.0;1.0;1;2;1;2;1;2;1;3;2;1;3;1;1;1;2;1;1
26;4.0;1.0;1.0;1.0;2;1;2;1;2;2;1;1;1;2;3;1;3;4;2;3;3
22;97.0;1.0;1.0;1.0;1;2;1;1;2;2;1;1;2;2;3;1;1;3;2;3;1
22;1.0;2.0;1.0;1.0;1;2;1;2;1;2;2;3;1;2;2;2;2;3;2;5;2
17;-1.0;-1.0;-1.0;-1.0;1;2;2;2;2;1;1;1;1;1;1;1;2;4;1;5;3
22;1.0;1.0;1.0;1.0;1;2;1;1;1;1;2;2;1;2;1;1;3;4;2;2;2
22;7.0;1.0;1.0;97.0;1;2;97;2;1;1;2;2;1;2;3;1;1;3;2;2;2
26;2.0;1.0;2.0;3.0;1;2;1;2;2;1;2;3;1;2;2;2;3;4;2;1;2
33;4.0;1.0;2.0;2.0;2;2;2;2;2;1;2;3;1;2;3;4;1;3;3;3;3
33;97.0;1.0;2.0;3.0;2;2;2;2;2;1;2;3;1;2;1;4;2;2;3;4;2
17;2.0;2.0;1.0;1.0;1;2;1;2;1;2;2;1;3;2;3;1;1;2;1;1;3
33;2.0;1.0;1.0;1.0;1;2;1;1;2;2;1;2;1;1;3;2;97;3;3;5;3
17;4.0;1.0;1.0;1.0;1;2;1;2;2;2;2;2;3;1;5;1;1;4;1;3;1
22;4.0;2.0;1.0;1.0;1;2;2;2;1;1;2;2;1;1;3;2;1;3;2;5;2
26;2.0;1.0;1.0;1.0;1;2;1;2;2;2;1;1;1;2;3;2;1;3;2;4;3
32;-1.0;-1.0;-1.0;-1.0;1;2;1;2;2;1;1;2;2;2;3;1;1;3;3;3;2
11;1.0;2.0;1.0;1.0;1;2;1;1;1;1;2;3;1;2;3;2;1;4;1;3;2
21;-1.0;-1.0;-1.0;-1.0;1;2;1;2;2;2;97;97;1;1;3;2;1;2;2;4;2
26;3.0;1.0;2.0;1.0;1;1;2;1;1;2;1;2;1;1;5;1;2;4;2;2;1
52;-1.0;-1.0;-1.0;-1.0;1;2;1;1;1;2;1;2;3;2;3;4;2;2;5;1;2
22;3.0;1.0;1.0;1.0;1;2;1;1;2;2;1;3;1;2;3;99;1;2;2;1;1
21;-1.0;-1.0;-1.0;-1.0;1;2;1;2;1;2;1;1;1;2;2;1;1;2;2;3;1
52;2.0;97.0;1.0;1.0;1;2;2;2;2;2;1;1;1;2;97;1;2;2;5;3;1
11;2.0;2.0;1.0;1.0;1;2;1;2;2;2;2;2;1;2;3;1;1;2;1;3;1
33;-1.0;-1.0;-1.0;-1.0;1;1;1;1;2;2;1;1;1;1;3;5;1;1;3;5;2
21;3.0;2.0;2.0;2.0;97;2;97;2;97;97;97;3;1;1;3;5;97;4;2;1;2
22;4.0;2.0;1.0;1.0;1;1;1;1;2;1;1;1;1;2;3;5;1;4;2;3;3
32;-1.0;-1.0;-1.0;-1.0;1;2;2;2;2;1;2;3;1;1;1;1;3;4;3;3;2
52;3.0;2.0;1.0;1.0;1;2;1;1;1;1;1;3;1;1;1;1;1;4;5;5;2
52;2.0;1.0;1.0;1.0;1;2;97;2;2;2;2;2;1;1;5;2;2;2;5;2;2
11;2.0;1.0;2.0;1.0;1;2;2;2;1;2;1;2;1;2;1;1;2;4;1;3;1
33;-1.0;-1.0;-1.0;-1.0;1;2;1;2;1;1;2;3;1;2;3;5;1;2;3;4;2
11;2.0;1.0;1.0;1.0;1;2;1;2;1;1;2;3;1;1;1;2;3;4;1;2;2
52;2.0;1.0;2.0;97.0;2;2;97;97;97;1;97;3;1;2;2;2;2;3;5;2;2
22;-1.0;-1.0;-1.0;-1.0;1;2;1;1;1;1;1;2;3;2;3;1;97;2;2;1;2
22;4.0;2.0;1.0;1.0;1;2;1;2;1;1;2;3;1;1;3;2;1;3;2;2;2
11;2.0;2.0;1.0;1.0;1;2;2;2;1;2;1;2;1;1;3;2;97;3;1;3;1
32;2.0;1.0;1.0;2.0;1;2;2;2;1;1;2;2;2;2;2;2;1;3;3;2;2
52;-1.0;-1.0;-1.0;-1.0;2;2;2;97;1;2;1;1;1;2;1;1;2;1;5;5;3
26;-1.0;-1.0;-1.0;-1.0;1;2;2;2;2;2;1;1;1;1;3;2;1;3;2;3;1
21;1.0;1.0;1.0;1.0;1;2;1;2;2;2;2;2;1;2;3;2;2;2;2;1;3
22;-1.0;-1.0;-1.0;-1.0;1;2;2;2;1;1;2;1;1;2;3;1;2;4;2;3;2
11;7.0;97.0;1.0;1.0;1;2;1;2;1;2;1;1;1;2;3;1;1;1;1;3;1
26;-1.0;-1.0;-1.0;-1.0;1;2;2;1;1;2;2;3;1;1;5;2;3;2;2;5;2
21;-1.0;-1.0;-1.0;-1.0;1;2;1;1;1;1;1;2;3;1;3;2;1;3;2;1;1
17;-1.0;-1.0;-1.0;-1.0;1;2;1;2;1;97;1;3;97;1;2;1;1;3;1;4;2
26;-1.0;-1.0;-1.0;-1.0;1;2;2;2;1;1;2;3;1;2;3;5;2;4;2;3;3
21;-1.0;-1.0;-1.0;-1.0;1;2;2;2;1;2;1;2;1;1;3;4;1;4;2;3;3
11;-1.0;-1.0;-1.0;-1.0;1;2;1;2;1;1;2;2;2;2;3;1;2;3;1;3;2
17;97.0;2.0;1.0;2.0;1;2;1;2;2;1;2;3;1;2;5;1;2;3;1;5;2
21;4.0;1.0;2.0;2.0;1;2;2;2;1;1;2;3;1;2;3;2;1;3;2;3;2
11;-1.0;-1.0;-1.0;-1.0;1;2;1;2;2;1;1;2;1;1;3;2;97;3;1;1;2
21;1.0;1.0;1.0;1.0;1;97;1;1;1;2;1;2;1;1;1;5;97;4;2;1;3
32;-1.0;-1.0;-1.0;-1.0;1;1;1;1;2;2;2;1;3;2;1;1;1;2;3;5;1
11;1.0;2.0;1.0;1.0;1;2;1;1;2;2;1;2;1;1;3;4;1;4;1;3;3
11;7.0;2.0;1.0;1.0;1;2;1;1;2;2;1;1;1;2;1;2;2;1;1;5;1
17;-1.0;-1.0;-1.0;-1.0;2;2;97;2;97;97;97;2;1;2;3;5;2;4;1;2;2
11;2.0;2.0;1.0;1.0;2;1;1;2;2;2;1;1;1;2;2;5;2;4;1;3;3
21;4.0;1.0;1.0;1.0;2;2;1;2;2;1;1;2;1;2;97;2;97;3;2;1;2
17;-1.0;-1.0;-1.0;-1.0;1;2;1;1;2;1;1;2;1;2;3;1;2;2;1;5;2
26;2.0;1.0;1.0;1.0;1;1;1;1;1;2;1;2;1;2;3;4;2;3;2;1;3
17;2.0;1.0;1.0;1.0;1;2;1;2;2;2;1;1;1;2;2;1;2;3;1;4;1
22;2.0;2.0;1.0;1.0;1;2;1;2;1;2;1;1;1;2;3;1;1;4;2;3;2
21;2.0;1.0;1.0;1.0;1;1;1;1;1;2;1;2;1;1;3;1;97;4;2;1;1
11;2.0;1.0;1.0;1.0;1;2;1;1;2;2;1;1;1;1;1;2;2;4;1;3;1
11;2.0;1.0;1.0;1.0;1;2;1;2;1;1;2;3;2;2;3;2;3;4;1;1;2
17;1.0;1.0;1.0;1.0;1;2;1;2;2;2;2;2;1;2;2;2;1;3;1;1;2
22;2.0;2.0;1.0;1.0;1;2;97;97;2;2;1;2;1;2;1;1;2;4;2;1;2
17;-1.0;-1.0;-1.0;-1.0;2;2;2;1;1;2;1;2;1;2;2;2;1;1;1;5;1
32;1.0;1.0;1.0;1.0;1;2;2;2;2;2;1;2;2;1;2;1;3;4;3;4;3
11;7.0;2.0;2.0;3.0;97;2;2;2;1;1;2;2;1;2;97;2;97;4;1;4;2
52;-1.0;-1.0;-1.0;-1.0;1;2;1;1;97;1;1;97;97;2;97;1;1;1;5;5;1
26;3.0;2.0;1.0;1.0;1;2;1;2;1;1;1;3;1;2;2;2;1;3;2;1;3
22;3.0;1.0;1.0;1.0;1;2;1;2;2;2;1;2;1;2;2;2;1;4;2;2;3
52;1.0;2.0;2.0;3.0;1;2;1;2;2;1;2;3;1;2;3;1;3;3;5;5;2
17;-1.0;-1.0;-1.0;-1.0;1;2;2;2;2;1;2;3;1;1;3;1;2;3;1;1;2
52;-1.0;-1.0;-1.0;-1.0;1;2;2;2;2;1;1;1;1;1;1;1;2;4;5;2;2
32;2.0;2.0;1.0;1.0;97;97;1;1;2;2;1;1;1;2;1;5;3;4;3;4;3
52;7.0;2.0;1.0;1.0;1;2;2;2;2;2;1;2;3;1;3;2;2;4;5;4;1
26;-1.0;-1.0;-1.0;-1.0;2;2;1;2;1;1;2;3;1;1;3;1;1;3;2;2;3
32;-1.0;-1.0;-1.0;-1.0;2;2;1;2;2;2;2;3;1;1;2;2;2;4;3;1;2
33;2.0;1.0;1.0;1.0;2;2;1;2;2;2;1;2;1;1;2;2;1;4;3;1;2
43;2.0;1.0;1.0;1.0;1;2;2;1;1;2;1;2;1;2;1;5;1;4;4;2;2
26;-1.0;-1.0;-1.0;-1.0;1;97;1;1;1;2;2;3;2;2;97;1;1;1;2;5;3
33;7.0;1.0;1.0;1.0;1;2;1;97;2;2;1;1;1;2;1;5;2;3;3;5;1
26;3.0;1.0;1.0;1.0;1;2;1;2;2;1;1;2;1;2;3;2;2;2;2;5;1
33;2.0;97.0;1.0;1.0;97;2;1;2;1;2;1;2;2;2;3;5;2;3;3;3;3
22;2.0;97.0;1.0;3.0;1;2;2;1;2;2;1;1;1;2;3;5;2;2;2;4;1
33;4.0;97.0;97.0;1.0;1;2;1;2;97;2;2;2;2;1;3;1;97;1;3;5;2
17;-1.0;-1.0;-1.0;-1.0;1;2;2;2;1;1;1;2;1;2;1;1;3;2;1;1;3
22;-1.0;-1.0;-1.0;-1.0;1;2;1;97;2;2;1;97;1;1;3;1;1;1;2;5;1
17;1.0;2.0;1.0;1.0;1;2;1;2;1;2;1;2;1;1;3;1;1;4;1;3;2
52;2.0;2.0;1.0;1.0;1;2;2;2;1;1;2;2;1;1;3;2;1;4;5;1;2
11;-1.0;-1.0;-1.0;-1.0;1;2;2;1;2;1;2;3;1;2;3;1;1;2;1;1;2
17;2.0;1.0;2.0;3.0;2;2;2;1;2;1;2;3;1;2;3;1;2;4;1;5;2
11;2.0;2.0;2.0;1.0;1;2;2;2;1;1;2;2;1;2;3;1;2;2;1;5;2
52;2.0;2.0;1.0;1.0;2;1;1;2;1;2;1;2;1;2;1;1;3;4;5;3;1
11;-1.0;-1.0;-1.0;-1.0;1;2;1;2;1;2;1;3;1;2;4;2;1;1;1;3;2
52;2.0;1.0;1.0;1.0;1;1;1;1;2;2;1;1;1;2;1;5;2;4;5;2;3
17;-1.0;-1.0;-1.0;-1.0;1;2;1;2;1;2;2;2;2;1;2;2;1;4;1;1;3
50;1.0;1.0;2.0;1.0;2;2;1;2;1;1;1;2;1;2;1;5;2;2;5;1;3
26;-1.0;-1.0;-1.0;-1.0;1;1;2;2;1;2;2;2;1;2;3;2;1;4;2;1;2
17;3.0;2.0;1.0;1.0;1;2;2;2;2;1;2;3;2;2;3;4;3;3;1;1;2
11;-1.0;-1.0;-1.0;-1.0;1;2;2;2;1;1;2;2;2;2;3;1;2;4;1;1;2
17;-1.0;-1.0;-1.0;-1.0;1;2;1;2;2;2;1;2;1;1;1;1;1;4;1;1;1
52;-1.0;-1.0;-1.0;-1.0;97;2;1;2;2;1;1;1;1;2;3;1;97;4;5;1;3
17;4.0;1.0;1.0;1.0;1;2;1;2;2;2;1;1;1;1;3;1;3;4;1;4;3
52;-1.0;-1.0;-1.0;-1.0;1;2;2;2;2;1;2;2;1;2;1;2;3;4;5;5;2
33;97.0;2.0;1.0;1.0;1;2;1;2;1;2;97;2;97;2;3;2;1;1;3;4;2
33;97.0;1.0;1.0;1.0;97;97;1;97;2;2;1;1;1;1;1;1;97;4;3;5;3
22;1.0;2.0;2.0;1.0;1;2;97;1;2;2;2;3;2;1;5;5;1;1;2;2;2
52;-1.0;-1.0;-1.0;-1.0;1;2;2;1;1;2;2;3;3;1;3;2;1;2;5;3;2
17;-1.0;-1.0;-1.0;-1.0;1;2;1;1;1;1;1;2;2;2;2;2;2;4;1;2;2
52;2.0;1.0;2.0;3.0;2;2;2;2;2;1;2;3;1;2;1;1;97;1;5;3;2
22;1.0;2.0;2.0;1.0;1;2;1;2;1;1;2;2;1;2;3;1;3;4;2;1;2
52;1.0;2.0;1.0;1.0;2;2;2;2;1;1;2;2;1;1;5;1;2;4;5;3;2
43;-1.0;-1.0;-1.0;-1.0;1;2;2;2;2;1;2;1;1;1;1;1;2;4;4;3;2
21;4.0;1.0;1.0;1.0;1;2;1;2;1;2;1;2;1;2;3;1;97;4;2;2;1
43;1.0;1.0;1.0;1.0;1;1;1;1;1;2;1;2;1;1;1;1;1;3;4;3;1
33;2.0;1.0;1.0;1.0;1;1;1;1;2;2;1;1;1;1;1;2;97;4;3;3;1
11;4.0;1.0;1.0;1.0;2;2;2;2;2;1;1;2;1;2;1;2;3;4;1;1;3
52;-1.0;-1.0;-1.0;-1.0;1;2;1;2;2;2;1;2;97;2;1;1;1;2;5;5;2
22;-1.0;-1.0;-1.0;-1.0;1;2;1;1;1;2;1;1;1;2;1;1;1;2;2;3;2
52;7.0;1.0;1.0;1.0;1;1;1;2;1;1;1;1;97;1;97;1;1;2;5;4;2
21;1.0;2.0;1.0;3.0;1;1;1;1;1;1;1;3;1;1;5;1;1;3;2;2;1
43;4.0;2.0;1.0;1.0;1;1;1;1;2;2;1;2;1;1;1;1;2;4;4;1;1
17;1.0;1.0;2.0;2.0;1;2;2;2;1;1;2;3;1;2;2;2;2;3;1;3;2
52;-1.0;-1.0;-1.0;-1.0;1;2;2;2;2;2;1;2;1;2;3;2;2;3;5;4;3
32;4.0;97.0;1.0;3.0;1;2;2;2;1;2;1;2;1;1;1;1;3;4;3;4;2
26;3.0;1.0;1.0;1.0;1;2;1;1;2;2;1;1;1;2;2;1;2;4;2;3;1
52;2.0;2.0;2.0;1.0;1;2;1;1;1;2;2;3;1;1;2;2;1;1;5;4;2
21;-1.0;-1.0;-1.0;-1.0;2;1;1;1;2;1;1;1;1;1;3;5;3;2;2;1;2
26;-1.0;-1.0;-1.0;-1.0;2;2;1;1;2;2;1;1;1;2;3;1;97;3;2;5;3
33;2.0;1.0;1.0;1.0;2;2;1;2;1;2;1;2;1;2;1;3;2;1;3;2;2
11;3.0;2.0;2.0;1.0;1;2;1;1;1;1;1;2;1;1;1;1;2;3;1;5;3
22;1.0;2.0;2.0;1.0;1;2;1;2;1;1;1;3;1;1;3;5;1;3;2;3;3
17;-1.0;-1.0;-1.0;-1.0;2;2;2;1;2;1;2;3;1;2;1;1;2;4;1;2;2
17;-1.0;-1.0;-1.0;-1.0;1;2;2;2;1;1;1;2;2;2;3;2;2;4;1;1;1
21;2.0;1.0;1.0;3.0;1;2;1;1;1;1;1;3;1;2;1;5;2;3;2;2;2
33;2.0;1.0;1.0;1.0;1;2;1;2;1;2;1;1;1;2;1;2;1;3;3;4;3
17;2.0;2.0;1.0;1.0;1;1;2;1;2;2;2;3;1;2;3;1;2;2;1;1;2
22;1.0;97.0;2.0;1.0;2;2;2;1;2;1;1;2;1;2;3;1;2;4;2;2;2
43;-1.0;-1.0;-1.0;-1.0;1;2;1;2;1;1;1;2;1;1;1;3;2;4;4;3;2
43;1.0;1.0;1.0;1.0;1;2;2;1;1;1;1;2;2;2;1;1;3;4;4;3;3
17;-1.0;-1.0;-1.0;-1.0;1;2;1;1;1;2;2;1;1;1;3;4;1;2;1;1;2
17;2.0;2.0;1.0;1.0;1;2;2;2;1;2;1;1;1;2;2;1;2;4;1;1;2
21;1.0;2.0;1.0;1.0;1;2;1;2;2;2;1;1;1;2;1;1;1;2;2;4;1
21;-1.0;-1.0;-1.0;-1.0;1;2;1;1;2;1;2;3;2;2;2;2;97;1;2;3;2
43;-1.0;-1.0;-1.0;-1.0;1;2;1;1;1;2;2;2;97;2;1;1;1;1;4;5;3
52;2.0;1.0;1.0;1.0;1;1;1;1;2;2;1;2;1;1;3;5;2;4;5;2;1
52;2.0;1.0;1.0;1.0;1;2;1;97;2;2;1;1;1;2;1;5;2;3;5;5;1
52;3.0;1.0;1.0;1.0;1;2;1;2;1;1;2;3;3;2;3;2;3;4;5;1;3
43;1.0;1.0;2.0;1.0;1;2;1;1;2;2;1;2;1;1;3;2;3;4;4;1;1
17;7.0;1.0;1.0;1.0;1;2;2;2;1;1;2;97;1;1;3;1;2;4;1;3;2
22;-1.0;-1.0;-1.0;-1.0;1;2;1;2;1;1;1;1;1;2;2;1;1;1;2;1;2
17;2.0;2.0;1.0;1.0;1;2;2;2;1;1;2;3;1;2;1;2;1;2;1;4;2
52;2.0;2.0;1.0;1.0;1;2;1;2;1;1;2;2;2;2;3;1;97;4;5;2;2
17;3.0;2.0;2.0;1.0;1;1;1;1;2;2;1;2;1;1;1;5;3;4;1;1;3
43;1.0;1.0;97.0;1.0;1;2;2;1;2;2;1;2;1;1;5;3;2;4;4;3;2
11;2.0;1.0;2.0;3.0;2;1;2;2;1;1;2;3;1;1;5;3;1;1;1;1;2
22;1.0;1.0;1.0;1.0;1;2;1;1;2;2;2;2;1;1;1;2;1;4;2;5;3
26;3.0;1.0;1.0;1.0;1;2;2;1;1;2;2;2;1;1;2;5;97;3;2;1;2
43;1.0;1.0;2.0;2.0;2;2;2;1;1;1;2;2;2;2;1;2;3;4;4;3;2
17;4.0;2.0;1.0;1.0;2;2;1;1;1;1;2;3;1;1;3;3;97;4;1;3;2
52;1.0;1.0;1.0;1.0;1;2;1;1;1;2;1;1;1;1;2;1;1;3;5;2;3
52;-1.0;-1.0;-1.0;-1.0;1;2;1;2;2;2;1;1;1;1;1;1;2;3;5;3;1
43;-1.0;-1.0;-1.0;-1.0;1;2;1;1;1;2;1;2;1;1;3;1;1;2;4;5;3
22;2.0;1.0;1.0;3.0;1;2;2;1;2;1;2;3;1;2;3;1;1;4;2;4;2
43;-1.0;-1.0;-1.0;-1.0;1;2;1;1;1;2;1;2;1;1;1;1;1;1;4;4;2
32;3.0;2.0;1.0;1.0;1;2;1;2;2;2;1;1;1;2;3;1;1;2;3;1;2
43;1.0;2.0;2.0;2.0;2;2;1;2;1;1;2;2;1;2;1;2;2;3;4;3;3
11;-1.0;-1.0;-1.0;-1.0;2;2;97;1;2;2;1;2;1;2;1;99;1;3;1;4;3
22;-1.0;-1.0;-1.0;-1.0;1;2;1;2;1;2;2;2;1;1;3;2;3;4;2;2;3
52;3.0;2.0;1.0;1.0;2;1;1;1;2;2;1;3;1;1;1;1;3;3;5;1;3
22;2.0;1.0;1.0;1.0;1;2;1;2;2;2;1;2;1;2;3;1;1;2;2;2;1
32;-1.0;-1.0;-1.0;-1.0;1;2;1;2;2;1;97;2;1;1;3;1;1;4;3;5;2
52;3.0;2.0;1.0;1.0;1;2;97;2;1;1;1;2;1;2;3;2;1;1;5;3;1
52;-1.0;-1.0;-1.0;-1.0;1;2;2;2;2;1;2;2;1;2;3;1;3;4;5;3;3
11;97.0;2.0;1.0;3.0;1;2;2;1;1;1;1;1;1;2;3;1;1;3;1;3;1
32;97.0;1.0;1.0;97.0;1;2;1;1;1;2;1;97;1;2;1;1;97;1;3;4;1
32;1.0;2.0;1.0;3.0;1;2;1;2;1;97;2;3;1;2;4;2;3;3;3;5;2
52;-1.0;-1.0;-1.0;-1.0;1;1;1;1;2;2;1;3;1;1;3;5;1;4;5;3;1
52;4.0;1.0;1.0;1.0;1;2;1;2;1;2;1;1;2;2;2;1;1;2;5;1;2
11;1.0;2.0;1.0;1.0;1;2;2;1;2;1;2;2;1;2;3;2;1;4;1;5;2
32;1.0;2.0;1.0;1.0;97;1;2;2;2;2;1;1;1;2;2;2;1;4;3;2;3
11;-1.0;-1.0;-1.0;-1.0;1;2;2;2;1;1;2;2;2;2;3;2;1;3;1;2;2
26;2.0;2.0;1.0;1.0;1;1;1;1;1;2;1;2;1;1;3;1;1;4;2;1;1
26;4.0;1.0;2.0;3.0;1;2;2;2;2;1;2;2;1;2;3;1;3;4;2;3;2
52;7.0;1.0;1.0;1.0;1;97;1;97;2;2;1;1;1;2;3;2;1;1;5;3;1
17;4.0;2.0;2.0;1.0;1;1;1;1;2;2;1;1;1;1;1;4;2;4;1;1;3
21;2.0;2.0;1.0;1.0;1;1;1;1;1;1;1;3;2;1;3;1;2;2;2;2;2
33;-1.0;-1.0;-1.0;-1.0;1;97;1;2;1;1;97;2;1;2;1;1;2;2;3;5;2
17;1.0;1.0;2.0;2.0;2;2;2;2;2;1;2;2;1;2;1;1;2;2;1;4;2
21;1.0;1.0;1.0;1.0;1;2;2;1;2;2;1;1;1;1;3;1;1;3;2;3;1
26;3.0;2.0;1.0;1.0;1;1;1;2;1;2;1;2;1;1;3;5;3;3;2;1;3
17;-1.0;-1.0;-1.0;-1.0;1;2;1;2;2;1;2;2;1;2;1;1;2;4;1;3;2
22;-1.0;-1.0;-1.0;-1.0;1;1;1;1;2;2;1;1;1;1;3;1;3;4;2;3;1
52;-1.0;-1.0;-1.0;-1.0;2;2;2;2;1;1;2;3;1;2;1;1;3;2;5;4;2
17;2.0;1.0;1.0;1.0;1;2;1;2;2;1;2;2;1;2;3;2;3;4;1;2;2
17;2.0;1.0;1.0;1.0;1;2;2;1;1;2;1;2;1;2;3;1;2;2;1;2;2
52;-1.0;-1.0;-1.0;-1.0;97;2;1;2;1;2;1;3;2;1;2;2;1;1;5;5;3
17;-1.0;-1.0;-1.0;-1.0;1;2;1;2;1;2;1;2;1;2;3;1;1;1;1;5;2
17;2.0;1.0;1.0;1.0;1;2;2;2;2;1;97;2;1;1;1;2;2;3;1;1;2
22;2.0;1.0;1.0;1.0;1;2;1;2;2;2;1;1;3;2;3;5;1;2;2;3;1
22;2.0;1.0;1.0;1.0;1;2;1;1;1;2;1;2;2;1;3;1;1;3;2;4;1
43;3.0;1.0;2.0;3.0;1;2;2;2;2;1;1;3;1;1;1;1;2;4;4;2;2
17;2.0;1.0;2.0;2.0;1;2;2;2;1;1;2;2;1;2;1;2;3;3;1;4;2
17;1.0;2.0;97.0;2.0;1;2;1;2;2;1;2;3;1;1;5;2;1;4;1;4;2
17;1.0;2.0;1.0;2.0;1;2;1;2;1;2;2;3;2;2;4;4;2;2;1;3;2
32;-1.0;-1.0;-1.0;-1.0;1;97;1;1;2;2;1;2;1;2;97;2;97;1;3;4;1
21;2.0;1.0;2.0;1.0;2;2;1;2;1;2;2;2;1;2;1;2;3;4;2;2;2
43;-1.0;-1.0;-1.0;-1.0;2;2;2;2;1;1;97;3;2;2;1;5;2;1;4;4;2
43;1.0;1.0;1.0;1.0;1;2;1;1;2;2;1;1;1;1;1;3;3;4;4;3;1
